depth,start
0,NA
0,432966
0,433151
0,NA
0,433255
0,433500
0,NA
0,433622
0,434293
0,NA
0,434571
0,435574
0,NA
0,435590
0,435689
0,NA
0,435714
0,437993
0,NA
0,438519
0,442230
0,NA
0,442279
0,444278
0,NA
0,444287
0,445276
0,NA
0,445319
0,446056
0,NA
0,447727
0,449467
0,NA
0,449476
0,449920
0,NA
0,449941
0,451567
0,NA
0,451594
0,454443
0,NA
0,454458
0,454946
0,NA
0,454961
0,455408
0,NA
0,455466
0,456429
0,NA
0,457548
0,459269
0,NA
0,459374
0,459813
0,NA
0,459932
0,461512
0,NA
0,461632
0,462872
0,NA
0,463233
0,463870
0,NA
0,463943
0,464093
0,NA
0,464494
0,464618
0,NA
0,466013
0,466483
0,NA
0,466515
0,466612
0,NA
0,466662
0,467028
0,NA
0,467201
0,467231
0,NA
0,467305
0,468062
0,NA
0,468080
0,468372
0,NA
0,468400
0,469179
0,NA
0,469337
0,470050
0,NA
0,470399
0,471033
0,NA
0,471053
0,473050
0,NA
0,473092
0,473868
0,NA
0,474711
0,476001
0,NA
0,476145
0,476639
0,NA
0,476891
0,478996
0,NA
0,479333
0,479541
0,NA
0,479559
0,480216
0,NA
0,480285
0,480699
0,NA
0,481262
0,481327
0,NA
0,481705
0,482491
0,NA
0,482499
0,484723
0,NA
0,484835
0,485182
0,NA
0,485318
0,485413
0,NA
0,485448
0,486388
0,NA
0,486404
0,486937
0,NA
0,487012
0,487469
0,NA
0,487480
0,487699
0,NA
0,487709
0,488298
0,NA
0,488744
0,488768
0,NA
0,488967
0,490590
0,NA
0,490603
0,494536
0,NA
0,494588
0,494712
0,NA
0,494720
0,494972
0,NA
0,494986
0,498059
0,NA
0,498070
0,498197
0,NA
0,498207
0,500068
0,NA
0,500135
0,501417
0,NA
0,501438
0,502350
0,NA
0,502390
0,503321
0,NA
0,503359
0,506642
0,NA
0,506660
0,508692
0,NA
0,508718
0,509987
0,NA
0,510040
0,510185
0,NA
0,510294
0,510462
0,NA
0,510576
0,510897
0,NA
0,511060
0,511487
0,NA
0,511660
0,513203
0,NA
0,513359
0,513572
0,NA
0,513580
0,513977
0,NA
0,513985
0,514220
0,NA
0,514290
0,514622
0,NA
0,514645
0,515522
0,NA
0,515637
0,515907
0,NA
0,515935
0,516138
0,NA
0,516153
0,516855
0,NA
0,516970
0,517818
0,NA
0,517836
0,521047
0,NA
0,521128
0,521788
0,NA
0,521796
0,524100
0,NA
0,524120
0,524721
0,NA
0,524739
0,526429
0,NA
0,526564
0,526833
0,NA
0,526846
0,526995
0,NA
0,527004
0,527273
0,NA
0,527286
0,528227
0,NA
0,533853
0,533923
0,NA
0,533934
0,534537
0,NA
0,534558
0,534655
0,NA
0,534678
0,534931
0,NA
0,534959
0,536064
0,NA
0,536070
0,536386
0,NA
0,536412
0,536671
0,NA
0,536710
0,536901
0,NA
0,536917
0,536995
0,NA
0,537011
0,537462
0,NA
0,537475
0,537845
0,NA
0,537889
0,538463
0,NA
0,538476
0,539947
0,NA
0,540016
0,543576
0,NA
0,543626
0,543858
0,NA
0,544296
0,545144
0,NA
0,545165
0,547165
0,NA
0,547202
0,547825
0,NA
0,547964
0,550439
0,NA
0,550573
0,552253
0,NA
0,552259
0,552937
0,NA
0,552942
0,554660
0,NA
0,554712
0,558808
0,NA
0,558829
0,559516
0,NA
0,559529
0,559798
0,NA
0,559950
0,560416
0,NA
0,560911
0,562458
0,NA
0,562478
0,562722
0,NA
0,562742
0,564206
0,NA
0,564221
0,565545
0,NA
0,565563
0,565654
0,NA
0,565803
0,566164
0,NA
0,566175
0,566461
0,NA
0,566478
0,567116
0,NA
0,567154
0,567598
0,NA
0,567660
0,567923
0,NA
0,567959
0,568223
0,NA
0,568261
0,568284
0,NA
0,568476
0,568738
0,NA
0,568787
0,569686
0,NA
0,569832
0,570958
0,NA
0,570997
0,571307
0,NA
0,571315
0,572375
0,NA
0,572380
0,572958
0,NA
0,573047
0,575040
0,NA
0,575474
0,576459
0,NA
0,576486
0,576729
0,NA
0,576817
0,577767
0,NA
0,578454
0,578882
0,NA
0,579029
0,579046
0,NA
0,580143
0,580586
0,NA
0,580714
0,581424
0,NA
0,581816
0,582338
0,NA
0,582417
0,582895
0,NA
0,582923
0,584200
0,NA
0,584591
0,585595
0,NA
0,585607
0,585966
0,NA
0,585981
0,586003
0,NA
0,586015
0,586264
0,NA
0,586324
0,587490
0,NA
0,587740
0,588567
0,NA
0,588579
0,589498
0,NA
0,589510
0,589784
0,NA
0,590353
0,591407
0,NA
0,591555
0,592622
0,NA
0,592653
0,592673
0,NA
0,592800
0,593556
0,NA
0,593642
0,593759
0,NA
0,593895
0,594808
0,NA
0,594813
0,594991
0,NA
0,595342
0,596177
0,NA
0,596211
0,596327
0,NA
0,596341
0,596373
0,NA
0,596385
0,597638
0,NA
0,598361
0,599633
0,NA
0,599641
0,600825
0,NA
0,600863
0,601353
0,NA
0,601374
0,602226
0,NA
0,602316
0,602405
0,NA
0,602416
0,602462
0,NA
0,602473
0,602569
0,NA
0,602741
0,603193
0,NA
0,603204
0,603222
0,NA
0,603244
0,604206
0,NA
0,604226
0,605187
0,NA
0,607354
0,607410
0,NA
0,607649
0,607770
0,NA
0,607897
0,608329
0,NA
0,608334
0,608431
0,NA
0,608436
0,608512
0,NA
0,608517
0,610352
0,NA
0,610382
0,610610
0,NA
0,610651
0,611451
0,NA
0,611472
0,611502
0,NA
0,611527
0,611539
0,NA
0,611691
0,611936
0,NA
0,612343
0,612514
0,NA
0,612532
0,616796
0,NA
0,617225
0,618010
0,NA
0,618058
0,619526
0,NA
0,619559
0,621981
0,NA
0,622003
0,625817
0,NA
0,625859
0,625922
0,NA
0,626559
0,627071
0,NA
0,627175
0,627591
0,NA
0,627598
0,629308
0,NA
0,629336
0,630502
0,NA
0,630950
0,631885
0,NA
0,631916
0,633275
0,NA
0,633436
0,633776
0,NA
0,634076
0,634148
0,NA
0,634153
0,634287
0,NA
0,634299
0,634524
0,NA
0,634540
0,634851
0,NA
0,634868
0,635968
0,NA
0,636328
0,636424
0,NA
0,636607
0,637814
0,NA
0,637873
0,638171
0,NA
0,638191
0,638245
0,NA
0,638258
0,639852
0,NA
0,639870
0,640200
0,NA
0,640371
0,641004
0,NA
0,641304
0,642166
0,NA
0,642178
0,642854
0,NA
0,642900
0,643398
0,NA
0,643533
0,643923
0,NA
0,644068
0,644310
0,NA
0,644500
0,645591
0,NA
0,645603
0,646005
0,NA
0,646057
0,647246
0,NA
0,647354
0,647490
0,NA
0,647506
0,648102
0,NA
0,648763
0,649492
0,NA
0,649497
0,649970
0,NA
0,650016
0,654936
0,NA
0,654943
0,657939
0,NA
0,658064
0,662253
0,NA
0,662299
0,662362
0,NA
0,669696
0,672498
0,NA
0,672531
0,672826
0,NA
0,672856
0,674575
0,NA
0,674582
0,675345
0,NA
0,675365
0,675579
0,NA
0,675603
0,680448
0,NA
0,680499
0,686786
0,NA
0,686818
0,687451
0,NA
0,687465
0,688498
0,NA
0,688588
0,690202
0,NA
0,690228
0,690407
0,NA
0,690463
0,690999
0,NA
0,691084
0,691719
0,NA
0,691781
0,692161
0,NA
0,692183
0,693274
0,NA
0,693290
0,693565
0,NA
0,693619
0,697164
0,NA
0,697266
0,702916
0,NA
0,702924
0,703434
0,NA
0,703566
0,703786
0,NA
0,703794
0,704864
0,NA
0,704896
0,705162
0,NA
0,705182
0,705998
0,NA
0,706091
0,706772
0,NA
0,706791
0,707056
0,NA
0,707065
0,712858
0,NA
0,712884
0,715906
0,NA
0,715915
0,717690
0,NA
0,717699
0,718415
0,NA
0,718436
0,720584
0,NA
